ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
16511	Player/Characters/F2/Prefab/F2_TR003_Head.prefab	166511	head	天忍（女）校服T3·颜色3																														
16512	Player/Characters/F2/Prefab/F2_TR003_Head.prefab	166512	head	天忍（女）校服T3·颜色4																														
16513	Player/Characters/F2/Prefab/F2_TR001_Head.prefab	166513	head	天忍（女）校服T1·颜色5																														
16514	Player/Characters/F2/Prefab/F2_TR002_Head.prefab	166514	head	天忍（女）校服T2·颜色5																														
16515	Player/Characters/F2/Prefab/F2_TR003_Head.prefab	166515	head	天忍（女）校服T3·颜色5																														
16516	Player/Characters/F2/Prefab/F2_TR004_Head.prefab		head	天忍（女）校服T4·颜色1		1		F2_TR004_Head	0		255|235|181|20	1	255|255|255|0	1	59|67|73|189	1																		
16517	Player/Characters/F2/Prefab/F2_TR004_Head.prefab		head	天忍（女）校服T4·颜色2		1		F2_TR004_Head	0		255|255|255|255	1	36|30|26|0	1	188|142|255|94	1.57																		
16518	Player/Characters/F2/Prefab/F2_TR004_Head.prefab		head	天忍（女）校服T4·颜色3		1		F2_TR004_Head	0		255|255|255|134	1	61|61|61|0	1	204|49|72|94	1.57																		
16519	Player/Characters/F2/Prefab/F2_TR004_Head.prefab		head	天忍（女）校服T4·颜色4				F2_TR004_Head	1		255|243|213|20	1	255|255|255|0	1	84|84|84|189	1																		
16520	Player/Characters/F2/Prefab/F2_TR004_Head.prefab		head	天忍（女）校服T4·颜色5																														
17001	Player/Characters/M2/Prefab/M2_SL001_Head.prefab	167001	head	少林（男）校服T1·颜色1																														
17002	Player/Characters/M2/Prefab/M2_SL001_Head.prefab	167002	head	少林（男）校服T1·颜色2																														
17003	Player/Characters/M2/Prefab/M2_SL001_Head.prefab	167003	head	少林（男）校服T1·颜色3																														
17004	Player/Characters/M2/Prefab/M2_SL001_Head.prefab	167004	head	少林（男）校服T1·颜色4																														
17005	Player/Characters/M2/Prefab/M2_SL002_Head.prefab	167005	head	少林（男）校服T2·颜色1																														
17006	Player/Characters/M2/Prefab/M2_SL002_Head.prefab	167006	head	少林（男）校服T2·颜色2																														
17007	Player/Characters/M2/Prefab/M2_SL002_Head.prefab	167007	head	少林（男）校服T2·颜色3																														
17008	Player/Characters/M2/Prefab/M2_SL002_Head.prefab	167008	head	少林（男）校服T2·颜色4																														
17009	Player/Characters/M2/Prefab/M2_SL003_Head.prefab	167009	head	少林（男）校服T3·颜色1																														
17010	Player/Characters/M2/Prefab/M2_SL003_Head.prefab	167010	head	少林（男）校服T3·颜色2																														
17011	Player/Characters/M2/Prefab/M2_SL003_Head.prefab	167011	head	少林（男）校服T3·颜色3																														
17012	Player/Characters/M2/Prefab/M2_SL003_Head.prefab	167012	head	少林（男）校服T3·颜色4																														
17013	Player/Characters/M2/Prefab/M2_SL001_Head.prefab	167013	head	少林（男）校服T1·颜色5																														
17014	Player/Characters/M2/Prefab/M2_SL002_Head.prefab	167014	head	少林（男）校服T2·颜色5																														
17015	Player/Characters/M2/Prefab/M2_SL003_Head.prefab	167015	head	少林（男）校服T3·颜色5																														
17016	Player/Characters/M2/Prefab/M2_SL004_Head.prefab		head	少林（男）校服T4·颜色1				M2_SL004_Head	1		255|116|116|255	1	154|120|189|255	1	255|54|54|255	1.36																		
17017	Player/Characters/M2/Prefab/M2_SL004_Head.prefab		head	少林（男）校服T4·颜色2				M2_SL004_Head	1		186|106|82|34	1	189|170|120|29	1	255|195|75|58	1.9																		
17018	Player/Characters/M2/Prefab/M2_SL004_Head.prefab		head	少林（男）校服T4·颜色3		1		M2_SL004_Head	0		255|255|255|255	1	255|255|255|255	1	255|255|255|255	1																		
17019	Player/Characters/M2/Prefab/M2_SL004_Head.prefab		head	少林（男）校服T4·颜色4				M2_SL004_Head	1		255|255|255|255	1	127|127|127|255	1.35	234|255|228|255	1.22																		
17020	Player/Characters/M2/Prefab/M2_SL004_Head.prefab		head	少林（男）校服T4·颜色5																														
18501	Player/Characters/F2/Prefab/F2_CY001_Head.prefab	168501	head	翠烟（女）校服T1·颜色1																														
18502	Player/Characters/F2/Prefab/F2_CY001_Head.prefab	168502	head	翠烟（女）校服T1·颜色2																														
18503	Player/Characters/F2/Prefab/F2_CY001_Head.prefab	168503	head	翠烟（女）校服T1·颜色3																														
18504	Player/Characters/F2/Prefab/F2_CY001_Head.prefab	168504	head	翠烟（女）校服T1·颜色4																														
18505	Player/Characters/F2/Prefab/F2_CY002_Head.prefab	168505	head	翠烟（女）校服T2·颜色1																														
18506	Player/Characters/F2/Prefab/F2_CY002_Head.prefab	168506	head	翠烟（女）校服T2·颜色2																														
18507	Player/Characters/F2/Prefab/F2_CY002_Head.prefab	168507	head	翠烟（女）校服T2·颜色3																														
18508	Player/Characters/F2/Prefab/F2_CY002_Head.prefab	168508	head	翠烟（女）校服T2·颜色4																														
18509	Player/Characters/F2/Prefab/F2_CY003_Head.prefab	168509	head	翠烟（女）校服T3·颜色1																														
18510	Player/Characters/F2/Prefab/F2_CY003_Head.prefab	168510	head	翠烟（女）校服T3·颜色2																														
18511	Player/Characters/F2/Prefab/F2_CY003_Head.prefab	168511	head	翠烟（女）校服T3·颜色3																														
18512	Player/Characters/F2/Prefab/F2_CY003_Head.prefab	168512	head	翠烟（女）校服T3·颜色4																														
18513	Player/Characters/F2/Prefab/F2_CY001_Head.prefab	168513	head	翠烟（女）校服T1·颜色5																														
18514	Player/Characters/F2/Prefab/F2_CY002_Head.prefab	168514	head	翠烟（女）校服T2·颜色5																														
18515	Player/Characters/F2/Prefab/F2_CY003_Head.prefab	168515	head	翠烟（女）校服T3·颜色5																														
18516	Player/Characters/F2/Prefab/F2_CY004_Head.prefab		head	翠烟（女）校服T4·颜色1		1		F2_CY004_Head	0		255|255|255|41	1	84|67|67|176	1	208|255|163|26	1																		
18517	Player/Characters/F2/Prefab/F2_CY004_Head.prefab		head	翠烟（女）校服T4·颜色2		1		F2_CY004_Head	0		255|255|255|41	1	84|67|67|176	1	103|223|255|26	1.25																		
18518	Player/Characters/F2/Prefab/F2_CY004_Head.prefab		head	翠烟（女）校服T4·颜色3		1		F2_CY004_Head	0		255|255|255|41	1	84|67|67|176	1	150|136|255|26	1.41																		
18519	Player/Characters/F2/Prefab/F2_CY004_Head.prefab		head	翠烟（女）校服T4·颜色4		1		F2_CY004_Head	0		255|255|255|41	1	84|67|67|176	1	243|136|255|26	1.41																		
18520	Player/Characters/F2/Prefab/F2_CY004_Head.prefab		head	翠烟（女）校服T4·颜色5																														
19001	Player/Characters/M1/Prefab/M1_TM002_Head.prefab	169001	head	唐门（男）校服T1·颜色1																														
19002	Player/Characters/M1/Prefab/M1_TM002_Head.prefab	169002	head	唐门（男）校服T1·颜色2																														
19003	Player/Characters/M1/Prefab/M1_TM002_Head.prefab	169003	head	唐门（男）校服T1·颜色3																														
19004	Player/Characters/M1/Prefab/M1_TM002_Head.prefab	169004	head	唐门（男）校服T1·颜色4																														
19005	Player/Characters/M1/Prefab/M1_TM001_Head.prefab	169005	head	唐门（男）校服T2·颜色1																														
19006	Player/Characters/M1/Prefab/M1_TM001_Head.prefab	169006	head	唐门（男）校服T2·颜色2																														
19007	Player/Characters/M1/Prefab/M1_TM001_Head.prefab	169007	head	唐门（男）校服T2·颜色3																														
19008	Player/Characters/M1/Prefab/M1_TM001_Head.prefab	169008	head	唐门（男）校服T2·颜色4																														
19009	Player/Characters/M1/Prefab/M1_TM003_Head.prefab	169009	head	唐门（男）校服T3·颜色1																														
19010	Player/Characters/M1/Prefab/M1_TM003_Head.prefab	169010	head	唐门（男）校服T3·颜色2																														
19011	Player/Characters/M1/Prefab/M1_TM003_Head.prefab	169011	head	唐门（男）校服T3·颜色3																														
19012	Player/Characters/M1/Prefab/M1_TM003_Head.prefab	169012	head	唐门（男）校服T3·颜色4																														
19013	Player/Characters/M1/Prefab/M1_TM002_Head.prefab	169013	head	唐门（男）校服T1·颜色5																														
19014	Player/Characters/M1/Prefab/M1_TM001_Head.prefab	169014	head	唐门（男）校服T2·颜色5																														
19015	Player/Characters/M1/Prefab/M1_TM003_Head.prefab	169015	head	唐门（男）校服T3·颜色5																														
19016	Player/Characters/M1/Prefab/M1_TM004_Head.prefab		head	唐门（男）校服T4·颜色1		1		M1_TM004_Head	0		176|176|176|166	1	35|31|26|61	1	255|255|255|120	1																		
19017	Player/Characters/M1/Prefab/M1_TM004_Head.prefab		head	唐门（男）校服T4·颜色2		1		M1_TM004_Head	0		238|224|204|134	1	36|31|26|39	1	251|73|73|180	1																		
19018	Player/Characters/M1/Prefab/M1_TM004_Head.prefab		head	唐门（男）校服T4·颜色3				M1_TM004_Head	1		243|192|116|134	1	59|52|45|39	1	191|180|150|180	1																		
19019	Player/Characters/M1/Prefab/M1_TM004_Head.prefab		head	唐门（男）校服T4·颜色4				M1_TM004_Head	1		205|218|232|134	1	52|40|30|48	1.17	117|217|113|180	1.19																		
19020	Player/Characters/M1/Prefab/M1_TM004_Head.prefab		head	唐门（男）校服T4·颜色5																														
20001	Player/Characters/M2/Prefab/M2_KL001_Head.prefab		head	昆仑（男）校服T1·颜色1		1		M2_KL001_Head	0		255|255|255|21	1	48|44|39|42	1	255|255|255|45	1																		
20002	Player/Characters/M2/Prefab/M2_KL001_Head.prefab		head	昆仑（男）校服T1·颜色2				M2_KL001_Head	1		245|193|101|55	1	48|44|39|42	1	59|55|46|139	1																		
20003	Player/Characters/M2/Prefab/M2_KL001_Head.prefab		head	昆仑（男）校服T1·颜色3				M2_KL001_Head	1		255|239|211|55	1	48|44|39|42	1	86|171|243|58	1																		
20004	Player/Characters/M2/Prefab/M2_KL001_Head.prefab		head	昆仑（男）校服T1·颜色4				M2_KL001_Head	1		255|250|240|55	1	48|44|39|42	1	249|219|141|58	1																		
20005	Player/Characters/M2/Prefab/M2_KL002_Head.prefab		head	昆仑（男）校服T2·颜色1		1		M2_KL002_Head	0		255|255|255|117	1	116|111|85|169	1	59|50|46|0	1																		
20006	Player/Characters/M2/Prefab/M2_KL002_Head.prefab		head	昆仑（男）校服T2·颜色2				M2_KL002_Head	1		255|187|103|117	1	116|111|85|169	1	59|50|46|0	1																		
20007	Player/Characters/M2/Prefab/M2_KL002_Head.prefab		head	昆仑（男）校服T2·颜色3				M2_KL002_Head	1		255|215|131|117	1	116|111|85|169	1	59|50|46|0	1																		
20008	Player/Characters/M2/Prefab/M2_KL002_Head.prefab		head	昆仑（男）校服T2·颜色4				M2_KL002_Head	1		164|255|255|117	1	116|111|85|169	1	59|50|46|0	1																		
20009	Player/Characters/M2/Prefab/M2_KL003_Head.prefab		head	昆仑（男）校服T3·颜色1		1		M2_KL003_Head	0		255|255|255|96	1	58|52|49|40	1	255|255|255|255	1																		
20010	Player/Characters/M2/Prefab/M2_KL003_Head.prefab		head	昆仑（男）校服T3·颜色2				M2_KL003_Head	1		234|255|255|96	1	58|52|49|40	1	97|33|37|88	1																		
20011	Player/Characters/M2/Prefab/M2_KL003_Head.prefab		head	昆仑（男）校服T3·颜色3				M2_KL003_Head	1		166|238|238|88	1	58|52|49|40	1	34|72|95|88	1																		
20012	Player/Characters/M2/Prefab/M2_KL003_Head.prefab		head	昆仑（男）校服T3·颜色4				M2_KL003_Head	1		255|229|144|88	1	58|52|49|40	1	34|95|95|88	1																		
20013	Player/Characters/M2/Prefab/M2_KL001_Head.prefab		head	昆仑（男）校服T1·颜色5				M2_KL001_Head	1		255|250|240|55	1	48|44|39|42	1	136|20|37|107	1																		
20014	Player/Characters/M2/Prefab/M2_KL002_Head.prefab		head	昆仑（男）校服T2·颜色5				M2_KL002_Head	1		249|183|84|117	1	116|111|85|169	1	59|50|46|0	1																		
20015	Player/Characters/M2/Prefab/M2_KL003_Head.prefab		head	昆仑（男）校服T3·颜色5				M2_KL003_Head	1		237|255|255|35	1	58|52|49|40	1	225|179|97|88	1																		
20016	Player/Characters/M2/Prefab/M2_KL004_Head.prefab		head	昆仑（男）校服T4·颜色1		1		M2_KL004_Head	0		255|255|255|86	1	255|255|255|255	1	26|21|21|97	1																		
20017	Player/Characters/M2/Prefab/M2_KL004_Head.prefab		head	昆仑（男）校服T4·颜色2				M2_KL004_Head	1		255|177|106|74	1	255|255|255|125	1	46|42|38|0	1																		
20018	Player/Characters/M2/Prefab/M2_KL004_Head.prefab		head	昆仑（男）校服T4·颜色3				M2_KL004_Head	1		255|207|145|74	1	255|255|255|125	1	46|42|38|0	1																		
20019	Player/Characters/M2/Prefab/M2_KL004_Head.prefab		head	昆仑（男）校服T4·颜色4				M2_KL004_Head	1		251|226|193|74	1	255|255|255|125	1	46|42|38|0	1																		
20020	Player/Characters/M2/Prefab/M2_KL004_Head.prefab		head	昆仑（男）校服T4·颜色5																														
20501	Player/Characters/F2/Prefab/F2_KL001_Head.prefab	170501	head	昆仑（女）校服T1·颜色1																														
20502	Player/Characters/F2/Prefab/F2_KL001_Head.prefab	170502	head	昆仑（女）校服T1·颜色2																														
20503	Player/Characters/F2/Prefab/F2_KL001_Head.prefab	170503	head	昆仑（女）校服T1·颜色3																														
20504	Player/Characters/F2/Prefab/F2_KL001_Head.prefab	170504	head	昆仑（女）校服T1·颜色4																														
20505	Player/Characters/F2/Prefab/F2_KL002_Head.prefab	170505	head	昆仑（女）校服T2·颜色1																														
20506	Player/Characters/F2/Prefab/F2_KL002_Head.prefab	170506	head	昆仑（女）校服T2·颜色2																														
20507	Player/Characters/F2/Prefab/F2_KL002_Head.prefab	170507	head	昆仑（女）校服T2·颜色3																														
20508	Player/Characters/F2/Prefab/F2_KL002_Head.prefab	170508	head	昆仑（女）校服T2·颜色4																														
20509	Player/Characters/F2/Prefab/F2_KL003_Head.prefab	170509	head	昆仑（女）校服T3·颜色1																														
20510	Player/Characters/F2/Prefab/F2_KL003_Head.prefab	170510	head	昆仑（女）校服T3·颜色2																														
20511	Player/Characters/F2/Prefab/F2_KL003_Head.prefab	170511	head	昆仑（女）校服T3·颜色3																														
20512	Player/Characters/F2/Prefab/F2_KL003_Head.prefab	170512	head	昆仑（女）校服T3·颜色4																														
20513	Player/Characters/F2/Prefab/F2_KL001_Head.prefab	170513	head	昆仑（女）校服T1·颜色5																														
20514	Player/Characters/F2/Prefab/F2_KL002_Head.prefab	170514	head	昆仑（女）校服T2·颜色5																														
20515	Player/Characters/F2/Prefab/F2_KL003_Head.prefab	170515	head	昆仑（女）校服T3·颜色5																														
20516	Player/Characters/F2/Prefab/F2_KL004_Head.prefab		head	昆仑（女）校服T4·颜色1		1		F2_KL004_Head	0		255|255|255|105	1	255|255|255|39	1	255|255|255|0	1																		
20517	Player/Characters/F2/Prefab/F2_KL004_Head.prefab		head	昆仑（女）校服T4·颜色2		1		F2_KL004_Head	0		232|127|255|239	1.41	61|61|61|117	1	255|255|255|101	1																		
20518	Player/Characters/F2/Prefab/F2_KL004_Head.prefab		head	昆仑（女）校服T4·颜色3				F2_KL004_Head	1		255|255|255|239	1	61|61|61|117	1	255|255|255|101	1																		
20519	Player/Characters/F2/Prefab/F2_KL004_Head.prefab		head	昆仑（女）校服T4·颜色4		1		F2_KL004_Head	0		238|255|161|239	1	61|61|61|117	1	255|255|255|101	1																		
20520	Player/Characters/F2/Prefab/F2_KL004_Head.prefab		head	昆仑（女）校服T4·颜色5																														
21001	Player/Characters/M2/Prefab/M2_GB001_Head.prefab	171001	head	丐帮（男）校服T1·颜色1																														
21002	Player/Characters/M2/Prefab/M2_GB001_Head.prefab	171002	head	丐帮（男）校服T1·颜色2																														
21003	Player/Characters/M2/Prefab/M2_GB001_Head.prefab	171003	head	丐帮（男）校服T1·颜色3																														
21004	Player/Characters/M2/Prefab/M2_GB001_Head.prefab	171004	head	丐帮（男）校服T1·颜色4																														
21005	Player/Characters/M2/Prefab/M2_GB002_Head.prefab	171005	head	丐帮（男）校服T2·颜色1																														
21006	Player/Characters/M2/Prefab/M2_GB002_Head.prefab	171006	head	丐帮（男）校服T2·颜色2																														
21007	Player/Characters/M2/Prefab/M2_GB002_Head.prefab	171007	head	丐帮（男）校服T2·颜色3																														
21008	Player/Characters/M2/Prefab/M2_GB002_Head.prefab	171008	head	丐帮（男）校服T2·颜色4																														
21009	Player/Characters/M2/Prefab/M2_GB003_Head.prefab	171009	head	丐帮（男）校服T3·颜色1																														
21010	Player/Characters/M2/Prefab/M2_GB003_Head.prefab	171010	head	丐帮（男）校服T3·颜色2																														
21011	Player/Characters/M2/Prefab/M2_GB003_Head.prefab	171011	head	丐帮（男）校服T3·颜色3																														
21012	Player/Characters/M2/Prefab/M2_GB003_Head.prefab	171012	head	丐帮（男）校服T3·颜色4																														
21013	Player/Characters/M2/Prefab/M2_GB001_Head.prefab	171013	head	丐帮（男）校服T1·颜色5																														
21014	Player/Characters/M2/Prefab/M2_GB002_Head.prefab	171014	head	丐帮（男）校服T2·颜色5																														
21015	Player/Characters/M2/Prefab/M2_GB003_Head.prefab	171015	head	丐帮（男）校服T3·颜色5																														
21016	Player/Characters/M2/Prefab/M2_GB004_Head.prefab		head	丐帮（男）校服T4·颜色1		1		M2_GB004_Head	0		255|255|255|143	1	66|57|57|0	1	255|255|255|88	1																		
21017	Player/Characters/M2/Prefab/M2_GB004_Head.prefab		head	丐帮（男）校服T4·颜色2		1		M2_GB004_Head	0		255|255|255|43	1	208|208|208|0	1	73|216|244|172	1																		
21018	Player/Characters/M2/Prefab/M2_GB004_Head.prefab		head	丐帮（男）校服T4·颜色3				M2_GB004_Head	1		255|255|255|143	1	39|39|39|0	1	255|208|86|88	2.4																		
21019	Player/Characters/M2/Prefab/M2_GB004_Head.prefab		head	丐帮（男）校服T4·颜色4				M2_GB004_Head	1		255|255|255|143	1	39|39|39|0	1	255|208|86|88	2.4																		
21020	Player/Characters/M2/Prefab/M2_GB004_Head.prefab		head	丐帮（男）校服T4·颜色5																														
22501	Player/Characters/F1/Prefab/F1_WD001_Head.prefab	172501	head	五毒（女）校服T1·颜色1																														
22502	Player/Characters/F1/Prefab/F1_WD001_Head.prefab	172502	head	五毒（女）校服T1·颜色2																														
22503	Player/Characters/F1/Prefab/F1_WD001_Head.prefab	172503	head	五毒（女）校服T1·颜色3																														
22504	Player/Characters/F1/Prefab/F1_WD001_Head.prefab	172504	head	五毒（女）校服T1·颜色4																														
22505	Player/Characters/F1/Prefab/F1_WD002_Head.prefab	172505	head	五毒（女）校服T2·颜色1																														
22506	Player/Characters/F1/Prefab/F1_WD002_Head.prefab	172506	head	五毒（女）校服T2·颜色2																														
22507	Player/Characters/F1/Prefab/F1_WD002_Head.prefab	172507	head	五毒（女）校服T2·颜色3																														
22508	Player/Characters/F1/Prefab/F1_WD002_Head.prefab	172508	head	五毒（女）校服T2·颜色4																														
22509	Player/Characters/F1/Prefab/F1_WD003_Head.prefab	172509	head	五毒（女）校服T3·颜色1																														
22510	Player/Characters/F1/Prefab/F1_WD003_Head.prefab	172510	head	五毒（女）校服T3·颜色2																														
22511	Player/Characters/F1/Prefab/F1_WD003_Head.prefab	172511	head	五毒（女）校服T3·颜色3																														
22512	Player/Characters/F1/Prefab/F1_WD003_Head.prefab	172512	head	五毒（女）校服T3·颜色4																														
22513	Player/Characters/F1/Prefab/F1_WD001_Head.prefab	172513	head	五毒（女）校服T1·颜色5																														
22514	Player/Characters/F1/Prefab/F1_WD002_Head.prefab	172514	head	五毒（女）校服T2·颜色5																														
22515	Player/Characters/F1/Prefab/F1_WD003_Head.prefab	172515	head	五毒（女）校服T3·颜色5																														
22516	Player/Characters/F1/Prefab/F1_WD004_Head.prefab		head	五毒（女）校服T4·颜色1		1		F1_WD004_Head	0		255|255|255|24	1	36|30|26|0	1	255|255|255|121	1																		
22517	Player/Characters/F1/Prefab/F1_WD004_Head.prefab		head	五毒（女）校服T4·颜色2				F1_WD004_Head	1		251|231|151|37	1	36|30|26|0	1	255|0|58|121	1																		
22518	Player/Characters/F1/Prefab/F1_WD004_Head.prefab		head	五毒（女）校服T4·颜色3				F1_WD004_Head	1		255|226|178|37	1	36|30|26|0	1	93|0|255|121	2.51																		
22519	Player/Characters/F1/Prefab/F1_WD004_Head.prefab		head	五毒（女）校服T4·颜色4				F1_WD004_Head	1		255|255|255|37	1	36|30|26|0	1	37|51|99|121	2.51																		
22520	Player/Characters/F1/Prefab/F1_WD004_Head.prefab		head	五毒（女）校服T4·颜色5																														
23001	Player/Characters/M1/Prefab/M1_CJ001_Head.prefab	173001	head	藏剑（男）校服T1·颜色1																														
23002	Player/Characters/M1/Prefab/M1_CJ001_Head.prefab	173002	head	藏剑（男）校服T1·颜色2																														
23003	Player/Characters/M1/Prefab/M1_CJ001_Head.prefab	173003	head	藏剑（男）校服T1·颜色3																														
23004	Player/Characters/M1/Prefab/M1_CJ001_Head.prefab	173004	head	藏剑（男）校服T1·颜色4																														
23005	Player/Characters/M1/Prefab/M1_CJ002_Head.prefab	173005	head	藏剑（男）校服T2·颜色1																														
23006	Player/Characters/M1/Prefab/M1_CJ002_Head.prefab	173006	head	藏剑（男）校服T2·颜色2																														
23007	Player/Characters/M1/Prefab/M1_CJ002_Head.prefab	173007	head	藏剑（男）校服T2·颜色3																														
23008	Player/Characters/M1/Prefab/M1_CJ002_Head.prefab	173008	head	藏剑（男）校服T2·颜色4																														
23009	Player/Characters/M1/Prefab/M1_CJ003_Head.prefab	173009	head	藏剑（男）校服T3·颜色1																														
23010	Player/Characters/M1/Prefab/M1_CJ003_Head.prefab	173010	head	藏剑（男）校服T3·颜色2																														
23011	Player/Characters/M1/Prefab/M1_CJ003_Head.prefab	173011	head	藏剑（男）校服T3·颜色3																														
23012	Player/Characters/M1/Prefab/M1_CJ003_Head.prefab	173012	head	藏剑（男）校服T3·颜色4																														
23013	Player/Characters/M1/Prefab/M1_CJ001_Head.prefab	173013	head	藏剑（男）校服T1·颜色5																														
23014	Player/Characters/M1/Prefab/M1_CJ002_Head.prefab	173014	head	藏剑（男）校服T2·颜色5																														
23015	Player/Characters/M1/Prefab/M1_CJ003_Head.prefab	173015	head	藏剑（男）校服T3·颜色5																														
23016	Player/Characters/M1/Prefab/M1_CJ004_Head.prefab		head	藏剑（男）校服T4·颜色1		1		M1_CJ004_Head	0		255|255|255|72	1	243|203|166|45	1	48|39|34|45	1																		
23017	Player/Characters/M1/Prefab/M1_CJ004_Head.prefab		head	藏剑（男）校服T4·颜色2				M1_CJ004_Head	1		163|141|101|78	1.32	228|126|102|45	1	58|55|56|45	1																		
23018	Player/Characters/M1/Prefab/M1_CJ004_Head.prefab		head	藏剑（男）校服T4·颜色3				M1_CJ004_Head	1		206|189|159|50	1.32	102|119|228|45	1	58|58|58|5	1																		
23019	Player/Characters/M1/Prefab/M1_CJ004_Head.prefab		head	藏剑（男）校服T4·颜色4				M1_CJ004_Head	1		93|168|187|50	1.32	102|119|228|45	1	63|59|52|5	1.26																		
23020	Player/Characters/M1/Prefab/M1_CJ004_Head.prefab		head	藏剑（男）校服T4·颜色5																														
24501	Player/Characters/F2/Prefab/F2_CG001_Head.prefab	174501	head	长歌（女）校服T1·颜色1																														
24502	Player/Characters/F2/Prefab/F2_CG001_Head.prefab	174502	head	长歌（女）校服T1·颜色2																														
24503	Player/Characters/F2/Prefab/F2_CG001_Head.prefab	174503	head	长歌（女）校服T1·颜色3																														
24504	Player/Characters/F2/Prefab/F2_CG001_Head.prefab	174504	head	长歌（女）校服T1·颜色4																														
24505	Player/Characters/F2/Prefab/F2_CG002_Head.prefab	174505	head	长歌（女）校服T2·颜色1																														
24506	Player/Characters/F2/Prefab/F2_CG002_Head.prefab	174506	head	长歌（女）校服T2·颜色2																														
24507	Player/Characters/F2/Prefab/F2_CG002_Head.prefab	174507	head	长歌（女）校服T2·颜色3																														
24508	Player/Characters/F2/Prefab/F2_CG002_Head.prefab	174508	head	长歌（女）校服T2·颜色4																														
24509	Player/Characters/F2/Prefab/F2_CG003_Head.prefab	174509	head	长歌（女）校服T3·颜色1																														
24510	Player/Characters/F2/Prefab/F2_CG003_Head.prefab	174510	head	长歌（女）校服T3·颜色2																														
24511	Player/Characters/F2/Prefab/F2_CG003_Head.prefab	174511	head	长歌（女）校服T3·颜色3																														
24512	Player/Characters/F2/Prefab/F2_CG003_Head.prefab	174512	head	长歌（女）校服T3·颜色4																														
24513	Player/Characters/F2/Prefab/F2_CG001_Head.prefab	174513	head	长歌（女）校服T1·颜色5																														
24514	Player/Characters/F2/Prefab/F2_CG002_Head.prefab	174514	head	长歌（女）校服T2·颜色5																														
24515	Player/Characters/F2/Prefab/F2_CG003_Head.prefab	174515	head	长歌（女）校服T3·颜色5																														
24516	Player/Characters/F2/Prefab/F2_CG004_Head.prefab		head	长歌（女）校服T4·颜色1		1		F2_CG004_Head	0		255|255|255|21	1	78|78|78|106	1	255|255|255|59	1																		
24517	Player/Characters/F2/Prefab/F2_CG004_Head.prefab		head	长歌（女）校服T4·颜色2		1		F2_CG004_Head	0		255|255|255|21	1	89|80|78|102	1	251|118|118|59	1																		
24518	Player/Characters/F2/Prefab/F2_CG004_Head.prefab		head	长歌（女）校服T4·颜色3		1		F2_CG004_Head	0		255|255|255|21	1	89|80|78|102	1	112|243|255|59	1																		
24519	Player/Characters/F2/Prefab/F2_CG004_Head.prefab		head	长歌（女）校服T4·颜色4		1		F2_CG004_Head	0		255|255|255|21	1	89|80|78|102	1	135|255|112|176	1.19																		
24520	Player/Characters/F2/Prefab/F2_CG004_Head.prefab		head	长歌（女）校服T4·颜色5																														
25001	Player/Characters/M1/Prefab/M1_TS003_Head.prefab	175001	head	天山（男）校服T1·颜色1																														
25002	Player/Characters/M1/Prefab/M1_TS003_Head.prefab	175002	head	天山（男）校服T1·颜色2																														
25003	Player/Characters/M1/Prefab/M1_TS003_Head.prefab	175003	head	天山（男）校服T1·颜色3																														
25004	Player/Characters/M1/Prefab/M1_TS003_Head.prefab	175004	head	天山（男）校服T1·颜色4																														
25005	Player/Characters/M1/Prefab/M1_TS002_Head.prefab	175005	head	天山（男）校服T2·颜色1																														
25006	Player/Characters/M1/Prefab/M1_TS002_Head.prefab	175006	head	天山（男）校服T2·颜色2																														
25007	Player/Characters/M1/Prefab/M1_TS002_Head.prefab	175007	head	天山（男）校服T2·颜色3																														
25008	Player/Characters/M1/Prefab/M1_TS002_Head.prefab	175008	head	天山（男）校服T2·颜色4																														
25009	Player/Characters/M1/Prefab/M1_TS001_Head.prefab	175009	head	天山（男）校服T3·颜色1																														
25010	Player/Characters/M1/Prefab/M1_TS001_Head.prefab	175010	head	天山（男）校服T3·颜色2																														
25011	Player/Characters/M1/Prefab/M1_TS001_Head.prefab	175011	head	天山（男）校服T3·颜色3																														
25012	Player/Characters/M1/Prefab/M1_TS001_Head.prefab	175012	head	天山（男）校服T3·颜色4																														
25013	Player/Characters/M1/Prefab/M1_TS003_Head.prefab	175013	head	天山（男）校服T1·颜色5																														
25014	Player/Characters/M1/Prefab/M1_TS002_Head.prefab	175014	head	天山（男）校服T2·颜色5																														
25015	Player/Characters/M1/Prefab/M1_TS001_Head.prefab	175015	head	天山（男）校服T3·颜色5																														
25016	Player/Characters/M1/Prefab/M1_TS004_Head.prefab		head	天山（男）校服T4·颜色1		1		M1_TS004_Head	0		228|228|228|51	1	255|226|176|177	2.05	54|43|37|16	1.16																		
